id,lon,lat,exist
513,110.4445589,-6.986818206,TRUE
514,110.4446306,-6.988286446,TRUE
515,110.4446562,-7.000215441,TRUE
516,110.4446974,-6.998076571,TRUE
517,110.4447088,-6.996713748,TRUE
518,110.444838,-7.008837673,TRUE
519,110.444937,-6.990343111,TRUE
520,110.4459025,-6.956282127,TRUE
521,110.4461171,-6.973738767,TRUE
522,110.4461741,-7.000195002,TRUE
523,110.4461966,-6.987124404,TRUE
524,110.4463733,-7.018603756,TRUE
525,110.4465635,-6.956400353,TRUE
526,110.4468928,-7.013425937,TRUE
527,110.4471088,-7.016821484,TRUE
528,110.4471138,-7.000871459,TRUE
529,110.4471491,-6.970803662,TRUE
530,110.4477197,-6.960307003,TRUE
531,110.4477468,-6.99981513,TRUE
532,110.4478626,-6.988833461,TRUE
533,110.4480288,-6.972390301,TRUE
534,110.4481329,-7.019192066,TRUE
535,110.4481499,-6.973703629,TRUE
536,110.4483132,-7.011400202,TRUE
537,110.4483825,-7.014868857,TRUE
538,110.448543,-6.984987688,TRUE
539,110.4488243,-7.013330501,TRUE
540,110.4499034,-7.002798013,TRUE
541,110.4501059,-7.011452858,TRUE
542,110.4501895,-7.016727396,TRUE
543,110.4511704,-7.03499962,TRUE
544,110.4513837,-7.011044842,TRUE
545,110.4515887,-7.032801719,TRUE
546,110.4518487,-7.006886765,TRUE
547,110.4519773,-7.014115842,TRUE
548,110.4528573,-7.014214574,TRUE
549,110.4533302,-7.006176194,TRUE
550,110.4533469,-7.034635768,TRUE
551,110.4534021,-6.977357604,TRUE
552,110.454429,-6.980836155,TRUE
553,110.4545105,-7.004578134,TRUE
554,110.4547567,-7.005629931,TRUE
555,110.4548669,-7.005164326,TRUE
556,110.4551424,-7.004041409,TRUE
557,110.455334,-6.995748622,TRUE
558,110.4553355,-7.019674801,TRUE
559,110.4554943,-7.007986842,TRUE
560,110.4558039,-7.001083406,TRUE
561,110.4560645,-6.966471541,TRUE
562,110.4565002,-7.035176823,TRUE
563,110.4567315,-6.981359337,TRUE
564,110.4574112,-7.010153344,TRUE
565,110.4576039,-7.032198059,TRUE
566,110.4576951,-7.001797886,TRUE
567,110.457786,-7.064856601,TRUE
568,110.4578773,-6.986456319,TRUE
569,110.4580705,-6.991661646,TRUE
570,110.458316,-6.96592944,TRUE
571,110.4583177,-6.984950043,TRUE
572,110.4584547,-6.967682653,TRUE
573,110.4585659,-7.067031471,TRUE
574,110.4588994,-7.003607411,TRUE
575,110.459281,-6.981773207,TRUE
576,110.459341,-6.977307719,TRUE
577,110.4593745,-7.065591242,TRUE
578,110.459406,-6.978427887,TRUE
579,110.4597693,-6.986348907,TRUE
580,110.4602472,-6.976021141,TRUE
581,110.4603058,-6.972815868,TRUE
582,110.4604681,-6.974678986,TRUE
583,110.4606527,-7.038625775,TRUE
584,110.4606853,-6.976596959,TRUE
585,110.4608145,-7.007362867,TRUE
586,110.4610133,-7.001445551,TRUE
587,110.4610151,-6.999829187,TRUE
588,110.4613568,-7.064054662,TRUE
589,110.4613731,-6.974543039,TRUE
590,110.4621743,-7.033620072,TRUE
591,110.462672,-6.989584959,TRUE
592,110.4630807,-6.967913436,TRUE
593,110.4631993,-7.008050497,TRUE
594,110.4634525,-6.978380857,TRUE
595,110.4637669,-7.030739558,TRUE
596,110.4638407,-6.966033445,TRUE
597,110.4641599,-6.964788045,TRUE
598,110.4643936,-7.017207923,TRUE
599,110.4644455,-7.03589435,TRUE
600,110.4646066,-7.023314824,TRUE
601,110.4646185,-6.979941095,TRUE
602,110.4650047,-7.038679623,TRUE
603,110.4650167,-6.977231997,TRUE
604,110.4650493,-7.021019226,TRUE
605,110.4652696,-7.063497354,TRUE
606,110.4654912,-6.95489674,TRUE
607,110.4656492,-7.008867053,TRUE
608,110.4656808,-6.967422223,TRUE
609,110.4659092,-7.017405063,TRUE
610,110.4660583,-7.008985296,TRUE
611,110.4660918,-6.964228417,TRUE
612,110.4661643,-7.029472111,TRUE
613,110.4666499,-6.967917477,TRUE
614,110.4668599,-7.019799955,TRUE
615,110.4681217,-6.96337577,TRUE
616,110.4681927,-6.965500972,TRUE
617,110.4683231,-7.044570221,TRUE
618,110.4687708,-7.036021435,TRUE
619,110.4692178,-7.031893817,TRUE
620,110.469641,-6.985593025,TRUE
621,110.4702311,-6.978889094,TRUE
622,110.4705688,-7.047398602,TRUE
623,110.4713686,-6.945450194,TRUE
624,110.4714615,-7.045650534,TRUE
625,110.4718622,-7.044484935,TRUE
626,110.4719382,-7.021759506,TRUE
627,110.4719647,-7.016114872,TRUE
628,110.472497,-7.001350944,TRUE
629,110.4730674,-7.010856064,TRUE
630,110.4735536,-7.014101441,TRUE
631,110.4736512,-7.014422634,TRUE
632,110.474049,-7.015815854,TRUE
633,110.4740762,-7.042216696,TRUE
634,110.4743199,-7.045727828,TRUE
635,110.4747473,-6.975884086,TRUE
636,110.4749648,-7.006036477,TRUE
637,110.4752345,-6.964263077,TRUE
638,110.4753927,-7.015762566,TRUE
639,110.475913,-6.991764165,TRUE
640,110.4762405,-6.993161731,TRUE
641,110.4764187,-7.005517572,TRUE
642,110.4764211,-7.003325887,TRUE
643,110.4764654,-7.012777589,TRUE
644,110.4765936,-7.043354887,TRUE
645,110.4767088,-7.015818826,TRUE
646,110.4770087,-7.017353342,TRUE
647,110.4770102,-7.015983539,TRUE
648,110.47805,-6.960455621,TRUE
649,110.4782183,-6.982873056,TRUE
650,110.4783476,-6.951246716,TRUE
651,110.4784429,-6.950739232,TRUE
652,110.4786282,-6.950291894,TRUE
653,110.4786634,-7.021471974,TRUE
654,110.4788477,-6.966580152,TRUE
655,110.480024,-6.953047951,TRUE
656,110.4803292,-6.99026227,TRUE
657,110.4810659,-7.018344104,TRUE
658,110.4818627,-6.961241468,TRUE
659,110.4818892,-6.992921413,TRUE
660,110.4822011,-7.008400569,TRUE
661,110.4823941,-6.956020303,TRUE
662,110.4828891,-7.006127448,TRUE
663,110.4829572,-7.019031094,TRUE
664,110.4857019,-7.016650648,TRUE
665,110.4861162,-6.983694302,TRUE
666,110.4866793,-6.987796718,TRUE
667,110.4867434,-7.017117522,TRUE
668,110.4873593,-6.971614066,TRUE
669,110.4873677,-7.016043296,TRUE
670,110.4878595,-7.024570488,TRUE
671,110.4884018,-7.013084149,TRUE
672,110.4898763,-6.98545625,TRUE
673,110.4906202,-6.978423006,TRUE
674,110.4913898,-6.990197539,TRUE
675,110.4918094,-6.963792644,TRUE
676,110.4926482,-7.01496435,TRUE
677,110.4942996,-7.028111581,TRUE
678,110.4952734,-6.970660284,TRUE
679,110.495864,-7.026880439,TRUE
680,110.4965248,-7.024415495,TRUE
681,110.4974283,-6.967267255,TRUE
682,110.4981985,-6.971872292,TRUE
