"","lon","lat","distance"
"1",115.19401,-8.649828625,0.849898069063881
"2",115.203218,-8.706416678,1.61254071728695
"3",115.1934113,-8.652345645,0.570591121432779
"4",115.2596155,-8.660840499,2.17170215123097
"5",115.2431595,-8.657183848,0.828415753014298
"6",115.2028461,-8.645266656,0.774966338114958
"7",115.2335217,-8.710075664,1.85122174026484
"8",115.2233362,-8.657398479,0.56286154117807
"9",115.2335957,-8.709223923,1.82882586444602
"10",115.2439473,-8.725996426,3.75104139502557
"11",115.2399557,-8.707958883,2.47951229474027
"12",115.1844939,-8.652220211,0.875665423188339
"13",115.2120456,-8.739358953,3.61972299362231
"14",115.2339901,-8.711627959,1.9638018763707
"15",115.2270518,-8.682554873,1.15056216509472
"16",115.2561232,-8.646862545,0.721604549112243
"17",115.1797879,-8.655328576,1.23813964153979
"18",115.2082908,-8.717669878,1.80360753627811
"19",115.2305468,-8.660590465,0.908540989916433
"20",115.2353852,-8.725912571,3.07820042253494
"21",115.1940708,-8.671918702,1.0031841968564
"22",115.1945353,-8.649813247,0.876083762721894
"23",115.2115533,-8.740637166,3.65441072011405
"24",115.2335911,-8.739137615,4.22709618290659
"25",115.2333909,-8.737452304,4.04865408312079
"26",115.1825894,-8.632109891,1.32472480863085
"27",115.1918332,-8.671751142,0.798096819608703
"28",115.2139017,-8.704818181,0.423706015722662
"29",115.2397166,-8.701790874,2.43681006577805
"30",115.1885661,-8.716482896,0.426069299617966
"31",115.2315851,-8.659692586,1.04180622967018
"32",115.1840215,-8.701547994,1.50260586836964
"33",115.2317558,-8.728101379,3.04899103862957
"34",115.252382,-8.653990693,1.34405158462012
"35",115.2341811,-8.72813325,3.19538419227402
"36",115.2355728,-8.730469299,3.49509492835837
"37",115.1828594,-8.619029033,1.61708076827271
"38",115.191543,-8.631665872,1.30114575331356
"39",115.2709483,-8.640258928,2.10053010880035
"40",115.2739495,-8.64643283,2.47599773297159
"41",115.1862984,-8.717495915,0.303381656629091
"42",115.1786776,-8.684697069,1.25979134950734
"43",115.1907396,-8.630601406,1.27858841256556
"44",115.1949893,-8.677309244,1.02092994696231
"45",115.2496938,-8.679519351,2.00714941186081
"46",115.1899514,-8.680896598,0.722359908688809
"47",115.2545972,-8.693355693,3.27123396363109
"48",115.2432814,-8.685695212,1.78924359205397
"49",115.1931355,-8.662037165,0.62036092110931
"50",115.2419426,-8.706740863,2.67878332858989
"51",115.2584951,-8.650163839,1.1697068808491
"52",115.1898704,-8.661033166,0.474395980973912
"53",115.2109696,-8.739268861,3.51549617311562
"54",115.2238654,-8.671218461,0.546247006205404
"55",115.2499744,-8.709976241,3.60382797898433
"56",115.1960124,-8.695593402,2.23659266920508
"57",115.1956484,-8.695527412,2.24883792911827
"58",115.1983233,-8.6875213,1.33942622663268
"59",115.232387,-8.630716455,1.43825821527447
"60",115.1986357,-8.687336128,1.3029680062062
"61",115.2383032,-8.723547822,3.10591601819832
"62",115.2339421,-8.672070986,0.239669463467093
"63",115.2124647,-8.65648591,0.628494801928532
"64",115.2427826,-8.611983658,1.65419086824116
"65",115.2418633,-8.694687651,2.54844075033412
"66",115.237671,-8.673161471,0.578164481682462
"67",115.2123249,-8.656944456,0.680790906618382
"68",115.2376224,-8.632882711,1.51834227429169
"69",115.2133071,-8.717667491,1.55283570318681
"70",115.2417277,-8.690859424,2.16145001216415
"71",115.236461,-8.673119424,0.446298464911177
"72",115.2473772,-8.701910332,3.27454140517484
"73",115.2357587,-8.673086335,0.370373167916248
"74",115.2358177,-8.671679821,0.430346730492167
"75",115.2340014,-8.670142495,0.423250320020565
"76",115.2294523,-8.678491864,0.629344813628827
"77",115.2176916,-8.657111638,0.680487167003438
"78",115.2642544,-8.699325388,4.50873982174801
"79",115.2620378,-8.700591561,4.41534478363285
"80",115.2496438,-8.657378766,1.27918381033239
"81",115.2430547,-8.686363528,1.8289460883118
"82",115.2331004,-8.703017728,1.69869061744933
"83",115.2565329,-8.647568346,0.810596597560795
"84",115.2408916,-8.672480382,0.936113974262874
"85",115.1872449,-8.7181358,0.419811309420044
"86",115.197049,-8.691516739,1.78680438121935
"87",115.1974109,-8.691586559,1.77350749218735
"88",115.2482793,-8.654575642,1.37785655024816
"89",115.1918694,-8.708553959,1.05077052018785
"90",115.1960349,-8.625051317,0.43821305696444
"91",115.196165,-8.624624992,0.40075797873506
"92",115.2634962,-8.704381182,4.82087389853297
"93",115.2397352,-8.708653593,2.46928345816284
"94",115.2505238,-8.703748875,3.61041095811697
"95",115.2114943,-8.739940263,3.60498548705002
"96",115.2661432,-8.695314107,4.41632301016479
"97",115.2500762,-8.637975305,0.262917993861713
"98",115.226463,-8.682395397,1.17062586305582
"99",115.249976,-8.637456053,0.21844395944371
"100",115.2198926,-8.645971166,0.485545806336627
"101",115.2258617,-8.686693379,1.61504743697293
"102",115.2135507,-8.723118311,2.12784772566619
"103",115.249941,-8.636977935,0.180030172780097
"104",115.2331233,-8.666164661,0.622109521292765
"105",115.1874594,-8.622143299,1.30608149593332
"106",115.2256783,-8.686299044,1.58555363808135
"107",115.1831706,-8.68597874,1.16244850279576
"108",115.2289139,-8.668397931,0.108531826993825
"109",115.218841,-8.656562905,0.688656481469488
"110",115.2131344,-8.703910473,0.506859517342811
"111",115.2118873,-8.646519355,0.219115486177698
"112",115.243612,-8.729318191,3.96914915541826
"113",115.1860169,-8.648473354,1.07510692258406
"114",115.1803204,-8.814606124,2.7752273710377
"115",115.2131499,-8.63606125,0.489079046112572
"116",115.1810076,-8.813701223,2.69787183137061
"117",115.2351676,-8.630552458,1.71951386013998
"118",115.2441195,-8.667350613,0.569543123513437
"119",115.2325313,-8.680924475,0.805755430649076
"120",115.2512658,-8.700503024,3.62209113592527
"121",115.1412836,-8.795531258,3.59777302224755
"122",115.2127107,-8.734601723,3.39292016182457
"123",115.2203024,-8.644855997,0.459933359724183
"124",115.1376076,-8.790648729,3.8299456497262
"125",115.2275899,-8.727367143,2.76950221742613
"126",115.1512327,-8.833489933,5.41436775642962
"127",115.2365723,-8.728718634,3.40264405877277
"128",115.1568742,-8.832922134,5.09460028347289
"129",115.1549339,-8.807234056,2.84038375590502
"130",115.2328409,-8.68749469,1.53298476194976
"131",115.2246839,-8.657705046,0.61061686815574
"132",115.2013063,-8.656275041,1.14397393470599
"133",115.2011811,-8.655995711,1.13245309527746
"134",115.241571,-8.73968966,4.70958110271686
"135",115.2570041,-8.689914835,3.24780295002376
"136",115.229446,-8.728606256,2.97868329160065
"137",115.1975202,-8.721079681,1.43650069690188
"138",115.2257718,-8.72563057,2.51672085819504
"139",115.2301338,-8.687432619,1.54644471221485
"140",115.2298915,-8.669935852,0.276181362978189
"141",115.2477449,-8.643834784,0.51047569798373
"142",115.1766636,-8.681941047,1.2161604262812
"143",115.1916342,-8.712372121,0.794993163279352
"144",115.1780667,-8.674181415,0.873783722850941
"145",115.2318651,-8.678081672,0.495334011613993
"146",115.2222536,-8.683692175,1.21413550956432
"147",115.2369123,-8.664151772,0.356328638731791
"148",115.1780705,-8.671796054,0.962976430043588
"149",115.2152837,-8.692557206,1.32956923666685
"150",115.2533394,-8.656737016,1.65415548942433
"151",115.2568413,-8.673621915,2.12041811592105
"152",115.2161848,-8.665072295,0.332877363474579
"153",115.2525871,-8.651745142,1.0971608970525
"154",115.1756422,-8.679540513,1.19539801388976
"155",115.2313251,-8.675950274,0.283462886572376
"156",115.2436569,-8.672730282,1.03490604801912
"157",115.205618,-8.696987492,1.56001000281987
"158",115.2496385,-8.711334004,3.59673958820869
"159",115.1916238,-8.656405889,0.0923666202304613
"160",115.2071059,-8.696732647,1.43905040098612
"161",115.2456393,-8.703142602,3.07513204533182
"162",115.1938642,-8.69459948,2.25826388722752
"163",115.1907485,-8.673225238,0.611472709262984
"164",115.2612072,-8.659408165,2.19429610254261
"165",115.1890808,-8.682783033,0.850027748720292
"166",115.2148742,-8.722394474,2.02213216064083
"167",115.1941328,-8.722365255,1.06716504424527
"168",115.1841151,-8.651887755,0.931022081014284
"169",115.2590982,-8.653481269,1.50935922635933
"170",115.1692869,-8.83513777,4.99601514274404
"171",115.1953715,-8.723896087,1.22796799129109
"172",115.2768096,-8.646637336,2.78906775723779
"173",115.1874282,-8.715990358,0.289710037519986
"174",115.2613037,-8.693969014,3.89173490453215
"175",115.1828761,-8.702247902,1.43993252928005
"176",115.2157266,-8.687587572,1.05773309773345
"177",115.1772043,-8.674138879,0.967744573454822
"178",115.1897765,-8.673014811,0.532461788567825
"179",115.2650559,-8.658502445,2.34099235111949
"180",115.2649248,-8.658312806,2.31558509022551
"181",115.2038556,-8.653546808,1.06846145048325
"182",115.2638072,-8.658339611,2.24411238965392
"183",115.2454451,-8.643853833,0.747534875414475
"184",115.2624075,-8.698383184,4.2855115509072
"185",115.2667221,-8.64204756,1.62817416275019
"186",115.2569083,-8.655066809,1.5614184873266
"187",115.2214704,-8.648426617,0.407338039009679
"188",115.2576222,-8.654477566,1.53100204857894
"189",115.2362801,-8.728759152,3.38671075066614
"190",115.2281218,-8.682457786,1.08487620395731
"191",115.2466091,-8.643324334,0.608072329906579
"192",115.1472803,-8.787115706,2.71299928403468
